ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer
14815,Tiger Woods PGA Tour 2003,PS2,2002,Sports,Electronic Arts,0.8,0.63,0,0.21,1.64,EA Sports
14816,Tiger Woods PGA Tour 2003,XB,2002,Sports,Electronic Arts,0.35,0.08,0,0.01,0.44,EA Sports
14817,Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0,0.01,0.23,EA Sports
14818,Tiger Woods PGA Tour 2004,PS2,2003,Sports,Electronic Arts,1.18,0.34,0,0.1,1.63,EA Sports
14819,Tiger Woods PGA Tour 2004,XB,2003,Sports,Electronic Arts,0.47,0.13,0,0.02,0.62,EA Sports
14820,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.13,0.05,0,0,0.18,Backbone Emeryville
14821,Tiger Woods PGA Tour 2004,GC,2003,Sports,Electronic Arts,0.12,0.03,0,0,0.16,EA Sports
14822,Tiger Woods PGA Tour 2005,PS2,2004,Sports,Electronic Arts,1.03,0.32,0,0.09,1.44,EA Sports
14823,Tiger Woods PGA Tour 2005,XB,2004,Sports,Electronic Arts,0.64,0.18,0,0.03,0.85,EA Sports
14824,Tiger Woods PGA Tour 2005,GC,2004,Sports,Electronic Arts,0.1,0.03,0,0,0.14,EA Sports
14825,Tiger Woods PGA Tour 2005,PC,2004,Sports,Electronic Arts,0,0.01,0,0,0.01,Headgate
14826,Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04,Rebellion
14827,TigerShark,PS,1997,Simulation,GT Interactive,0.04,0.03,0,0,0.07,
14828,Tigger's Honey Hunt,PS,2000,Platform,Ubisoft,0.16,0.11,0,0.02,0.28,
14829,Tigger's Honey Hunt,N64,2000,Platform,Ubisoft,0.16,0.04,0,0,0.2,
14830,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Adventure,Disney Interactive Studios,0.17,0.13,0,0.04,0.34,Capcom
14831,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005,Adventure,Disney Interactive Studios,0.06,0.02,0,0,0.09,Capcom
14832,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,Disney Interactive Studios,0.1,0.04,0,0,0.14,TOSE
14833,Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,"Image Epoch, Imageepoch"
14834,Time Commando,PS,1996,Action,Adeline Software,0.1,0.07,0,0.01,0.17,
14835,Time Crisis,PS,1997,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68,
14836,Time Crisis 3,PS2,2003,Shooter,Namco Bandai Games,0.3,0.23,0,0.08,0.61,Namco
14837,Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,Nex Entertainment
14838,Time Crisis II,PS2,2001,Shooter,Namco Bandai Games,0.26,0.2,0,0.07,0.53,Namco
14839,Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0,0.03,0.22,Namco
14840,Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0,0,0.05,Flying Tiger Development
14841,Time Crisis: Razing Storm,PS3,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,Nex Entertainment
14842,Time Hollow,DS,2008,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0,0.16,Tenky
14843,Time Leap,X360,2009,Adventure,Prototype,0,0,0.01,0,0.01,
14844,Time Travelers,PSV,2012,Adventure,Level 5,0,0,0.05,0,0.05,
14845,Time Travelers,3DS,2012,Adventure,Unknown,0,0,0.04,0,0.04,
14846,Time Travelers,PSP,2012,Adventure,Level 5,0,0,0.01,0,0.01,
14847,TimeShift,X360,2007,Shooter,Vivendi Games,0.36,0.02,0,0.03,0.41,Saber Interactive
14848,TimeShift,PS3,2007,Shooter,Vivendi Games,0.14,0,0,0.01,0.16,Saber Interactive
14849,TimeShift,PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01,Saber Interactive
14850,Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive,0.02,0.01,0,0,0.03,
14851,TimeSplitters,PS2,2000,Shooter,Eidos Interactive,0.21,0.17,0,0.06,0.43,Free Radical Design
14852,TimeSplitters 2,PS2,2002,Shooter,Eidos Interactive,0.34,0.27,0,0.09,0.7,Free Radical Design
14853,TimeSplitters 2,XB,2002,Shooter,Eidos Interactive,0.29,0.33,0,0.01,0.64,Free Radical Design
14854,TimeSplitters 2,GC,2002,Shooter,Eidos Interactive,0.34,0.09,0,0.01,0.44,Free Radical Design
14855,TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,0.12,0.09,0,0.03,0.24,Free Radical Design
14856,TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,0.12,0.03,0,0.01,0.16,Free Radical Design
14857,TimeSplitters: Future Perfect,GC,2005,Shooter,Electronic Arts,0.06,0.02,0,0,0.08,Free Radical Design
14858,Timmy Time,DS,2011,Action,Avanquest,0,0.02,0,0,0.02,
14859,Tiny Tank,PS,1998,Action,Sony Computer Entertainment,0.19,0.13,0,0.02,0.34,
14860,Tiny Toon Adventures: Plucky's Big Adventure,PS,2001,Action,Conspiracy Entertainment,0.15,0.1,0,0.02,0.27,
14861,Tiny Toon Adventures: The Great Beanstalk,PS,1998,Misc,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31,
14862,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,Swing! Entertainment,0.03,0.02,0,0,0.05,
14863,Tiny Toon Adventures: Wacky Stackers,GBA,2001,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.02,Warthog
14864,Titan Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0,0.01,0.06,Iron Lore Entertainment
14865,Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,Respawn Entertainment
14866,Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.34,0.02,0.13,1.36,Bluepoint Games
14867,Titanfall,PC,2014,Shooter,Electronic Arts,0.22,0.3,0,0.04,0.56,Respawn Entertainment
14868,Titanfall 2,PS4,2016,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75,Respawn Entertainment
14869,Titanfall 2,XOne,2016,Shooter,Electronic Arts,0.37,0.15,0,0.05,0.57,Respawn Entertainment
14870,Titanfall 2,PC,2016,Shooter,Electronic Arts,0.03,0.04,0,0.01,0.08,Respawn Entertainment
14871,Titanic Mystery,DS,2010,Puzzle,PlayV,0.05,0.01,0,0.01,0.07,Purple Hills
14872,Titanic Mystery,Wii,2010,Puzzle,O-Games,0.02,0,0,0,0.02,Purple Hills
14873,TMNT,X360,2007,Action,Ubisoft,0.48,0.03,0,0.05,0.56,Ubisoft Montreal
14874,TMNT,Wii,2007,Action,Ubisoft,0.3,0.03,0,0.03,0.36,Ubisoft Montreal
14875,TMNT,PSP,2007,Action,Ubisoft,0.1,0,0,0.01,0.11,Ubisoft Montreal
14876,TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0,0,0.04,Ubisoft Quebec
14877,TMNT: Mutant Melee,GC,2005,Fighting,Konami Digital Entertainment,0.06,0.01,0,0,0.07,Konami Computer Entertainment Hawaii
14878,TMNT: Mutant Melee,XB,2005,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.02,Konami Computer Entertainment Hawaii
14879,TNA iMPACT!,X360,2008,Fighting,Midway Games,0.26,0.15,0,0.04,0.45,
14880,TNA iMPACT!,PS3,2008,Fighting,Midway Games,0.22,0.12,0,0.06,0.4,
14881,TNA iMPACT!,PS2,2008,Fighting,Midway Games,0.1,0,0,0.12,0.22,
14882,TNA iMPACT!,Wii,2008,Fighting,Midway Games,0.14,0.01,0,0.01,0.16,
14883,TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05,Point of View
14884,TNA iMPACT: Cross the Line,DS,2010,Fighting,SouthPeak Games,0.04,0,0,0,0.05,Point of View
14885,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,0.73,0.5,0,0.09,1.31,
14886,To Heart,PS,1999,Adventure,Aqua Plus,0,0,0.13,0.01,0.14,
14887,To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0,0,0.05,0,0.05,
14888,To Heart 2: Dungeon Travelers,PSP,2011,Adventure,Aqua Plus,0,0,0.11,0,0.11,
14889,To Heart 2: Dungeon Travelers,PSV,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05,
14890,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,0,0,0.05,0,0.05,
14891,To Love-Ru Trouble: Darkness - True Princess,PSV,2015,Action,FuRyu,0,0,0.02,0,0.02,
14892,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive,0,0,0.03,0,0.03,
14893,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008,Adventure,Marvelous Interactive,0,0,0.03,0,0.03,
14894,Toaru Kagaku no Chou Denjihou,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.06,0,0.06,
14895,Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1,
14896,Toaru Majutsu no Kagaku no Ensemble,PSP,2013,Adventure,Namco Bandai Games,0,0,0.03,0,0.03,
14897,Tobal 2,PS,1997,Fighting,SquareSoft,0,0,0.35,0.02,0.37,
14898,Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92,
14899,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011,Misc,Namco Bandai Games,0,0,0.01,0,0.01,
14900,TOCA 2: Touring Cars,PS,1998,Racing,Codemasters,0.03,1.16,0.02,0.11,1.32,
14901,TOCA Race Driver 2,XB,2004,Racing,Codemasters,0.03,0.01,0,0,0.04,Codemasters
14902,TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005,Racing,Codemasters,0,0.25,0,0,0.25,
14903,TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004,Racing,Codemasters,0.09,0.03,0,0,0.13,
14904,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,Codemasters,0.03,0.02,0,0.01,0.06,
14905,TOCA Race Driver 3,PS2,2006,Racing,Codemasters,0.04,0.03,0,0.01,0.08,Codemasters
14906,TOCA Race Driver 3,XB,2006,Racing,Codemasters,0.03,0.01,0,0,0.03,Codemasters
14907,TOCA Race Driver 3,PC,2006,Racing,Codemasters,0,0.02,0,0,0.02,Codemasters
14908,TOCA Touring Car Championship,PS,1997,Racing,Codemasters,0.07,2,0.02,0.18,2.28,
14909,TOEIC Test Training DS,DS,2007,Misc,IE Institute,0,0,0.17,0,0.17,
14910,ToeJam & Earl III: Mission to Earth,XB,2002,Action,Sega,0.09,0.02,0,0,0.11,
14911,Togainu no Chi: True Blood,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.03,0,0.03,
14912,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo,0,0,0.27,0,0.27,
14913,Toki no Kizuna: Hanayui Tsuzuri,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02,
14914,Toki no Kizuna: Sekigahara Kitan,PSP,2012,Action,Idea Factory,0,0,0.04,0,0.04,
14915,Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0,0,0.04,0,0.04,
14916,Tokimeki Memorial 2,PS,1999,Simulation,Konami Digital Entertainment,0,0,0.36,0.03,0.39,
14917,Tokimeki Memorial 4,PSP,2009,Adventure,Konami Digital Entertainment,0,0,0.08,0,0.08,
14918,Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03,
14919,Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05,
14920,Tokimeki Memorial Girl's Side 3rd Story,DS,2010,Adventure,Konami Digital Entertainment,0,0,0.19,0,0.19,
14921,Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012,Adventure,Konami Digital Entertainment,0,0,0.07,0,0.07,
14922,Tokimeki Memorial: Forever with You,PS,1995,Simulation,Konami Digital Entertainment,0,0,0.55,0.04,0.58,
14923,Tokimeki Memorial: Forever with You,SAT,1996,Simulation,Konami Digital Entertainment,0,0,0.38,0,0.38,
14924,Tokimeki Memorial: Girl's Side,PS2,2002,Adventure,Konami Digital Entertainment,0,0,0.08,0,0.08,
14925,Tokimeki Memorial: Girls Side 1st Love,DS,2007,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05,
14926,Tokimeki Memorial: Girl's Side 2nd Season,DS,2008,Adventure,Konami Digital Entertainment,0,0,0.11,0,0.11,
14927,Tokimeki Memorial: Private Collection,PS,1996,Misc,Konami Digital Entertainment,0,0,0.16,0.01,0.17,
14928,Tokimeki Memorial: Taisen Pazurudama,PS,1996,Puzzle,Konami Digital Entertainment,0,0,0.09,0.01,0.1,
14929,Tokimeki Memorial: Taisen Pazurudama,SAT,1996,Puzzle,Konami Digital Entertainment,0,0,0.08,0,0.08,
14930,Tokimeki no Houkago,PS,1998,Misc,Konami Digital Entertainment,0,0,0.06,0,0.06,
14931,Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0,0,0,0.06,Tecmo
14932,Tokumei Sentai Go-Busters,DS,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,
14933,Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0,0,0.03,0,0.03,
14934,Tokyo Beat Down,DS,2008,Action,Success,0.06,0,0,0,0.07,Success
14935,Tokyo Friend Park II DS,DS,2006,Misc,Rocket Company,0,0,0.02,0,0.02,
14936,Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,0,0,0.05,0,0.05,
14937,Tokyo Highway Battle,PS,1996,Racing,Jaleco,0.06,0.04,0.21,0.02,0.33,
14938,Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment,0,0,0.26,0,0.26,Crispy's
14939,Tokyo Majin Gakuen: Kenfuuchou,DS,2008,Adventure,Marvelous Interactive,0,0,0.03,0,0.03,
14940,Tokyo Mew Mew,PS,2002,Role-Playing,Takara,0,0,0.02,0,0.02,
14941,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010,Role-Playing,Atlus,0,0,0.06,0,0.06,
14942,Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.03,0.01,0.02,0.01,0.07,TOYBOX
14943,Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06,TOYBOX
14944,Tokyo Xanadu,PSV,2015,Role-Playing,Nihon Falcom Corporation,0,0,0.15,0,0.15,
14945,Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation,0,0,0.03,0,0.03,
14946,Tokyo Xtreme Racer,DC,1999,Racing,Genki,0,0,0.17,0,0.17,
14947,Tokyo Xtreme Racer 3,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,Genki
14948,Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.04,0.02,0,0,0.06,David A. Palmer Productions
14949,Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,0.09,0.07,0,0.02,0.18,Genki
14950,Tokyo Xtreme Racer Zero,PS2,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,Genki
14951,Tom and Jerry in Fists of Furry,N64,2000,Fighting,Ubisoft,0.13,0.03,0,0,0.16,
14952,Tom and Jerry in House Trap,PS,2000,Action,Ubisoft,0.11,0.07,0,0.01,0.2,
14953,Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,0.13,0.1,0,0.03,0.26,
14954,Tom and Jerry in War of the Whiskers,GC,2003,Fighting,NewKidCo,0.05,0.01,0,0,0.07,
14955,Tom and Jerry in War of the Whiskers,XB,N/A,Fighting,Unknown,0.02,0.01,0,0,0.03,
14956,Tom and Jerry Tales,DS,2006,Platform,Warner Bros. Interactive Entertainment,0.2,0.05,0,0.02,0.28,Sensory Sweep
14957,Tom and Jerry: Infurnal Escape,GBA,2003,Action,Ubisoft,0.12,0.04,0,0,0.16,
14958,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006,Shooter,Ubisoft,0,0,0.01,0,0.01,
14959,Tom Clancy's Classic Trilogy,XB,2004,Shooter,Ubisoft,0.07,0.02,0,0,0.1,Ubisoft
14960,Tom Clancy's EndWar,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91,Ubisoft Shanghai
14961,Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft,0.33,0.22,0.01,0.1,0.66,Ubisoft Shanghai
14962,Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,0.1,0.01,0,0.01,0.11,"Funatics Software, Funatics"
14963,Tom Clancy's EndWar,DS,2008,Strategy,Ubisoft,0.08,0.01,0,0.01,0.09,"Funatics Software, Funatics"
14964,Tom Clancy's EndWar,PC,2009,Strategy,Ubisoft,0,0.02,0,0,0.02,Ubisoft Shanghai
14965,Tom Clancy's Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0,0.12,1.94,Ubisoft
14966,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0,0.07,1.76,Red Storm Entertainment
14967,Tom Clancy's Ghost Recon,GC,2003,Shooter,Ubisoft,0.11,0.03,0,0,0.15,Red Storm Entertainment
14968,Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.1,0.01,0,0.01,0.12,Next Level Games
14969,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,Ubisoft,0.86,0.45,0,0.06,1.36,Red Storm Entertainment
14970,Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,0.64,0.34,0,0.1,1.08,Ubisoft Shanghai/Paris
14971,Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.06,0.01,0,0,0.07,Ubisoft Shanghai
14972,Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005,Shooter,Ubisoft,0.29,0.08,0,0.01,0.39,Red Storm Entertainment
14973,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54,Ubisoft Paris
14974,Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,Ubisoft,0.21,0.11,0,0.01,0.33,Ubisoft Shanghai
14975,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,"Red Storm Entertainment, Ubisoft Paris"
14976,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,"Red Storm Entertainment, Ubisoft Paris"
14977,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007,Shooter,Ubisoft,0.35,0.09,0,0.08,0.53,"High Voltage Software, Ubisoft Paris"
14978,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06,Ubisoft Shanghai
14979,Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,0.93,0.4,0.02,0.12,1.47,Ubisoft Paris
14980,Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,Ubisoft Paris
14981,Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.05,0.1,0,0.02,0.17,Ubisoft Paris
14982,Tom Clancy's Ghost Recon: Island Thunder,XB,2003,Shooter,Ubisoft,0.61,0.24,0,0.03,0.87,Red Storm Entertainment
14983,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,0.57,0.44,0,0.15,1.16,Red Storm Entertainment
14984,Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0,0.02,0.1,Virtuos
14985,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft,0.22,0.09,0,0.03,0.34,Ubisoft
14986,Tom Clancy's HAWX,X360,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,Ubisoft Romania
14987,Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,0.21,0.22,0.05,0.09,0.56,Ubisoft Romania
14988,Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0,0.03,0,0.01,0.04,Ubisoft Romania
14989,Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,Ubisoft
14990,Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.36,Ubisoft
14991,Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.06,0.03,0,0.01,0.1,Ubisoft
14992,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05,Ubisoft
14993,Tom Clancy's Rainbow Six,PS,1999,Shooter,Red Storm Entertainment,0.93,0.63,0,0.08,1.64,
14994,Tom Clancy's Rainbow Six,N64,1999,Shooter,Red Storm Entertainment,0.48,0.15,0,0.01,0.64,
14995,Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft,0.91,0.57,0,0.07,1.55,Ubisoft
14996,Tom Clancy's Rainbow Six 3,PS2,2004,Shooter,Ubisoft,0.4,0.31,0,0.1,0.81,Ubisoft Shanghai
14997,Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0,0,0.06,Ubisoft Shanghai
14998,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,Ubisoft,0.99,0.12,0,0.02,1.13,Ubisoft Montreal
14999,Tom Clancy's Rainbow Six: Critical Hour,XB,N/A,Shooter,Unknown,0.04,0.01,0,0,0.06,Ubisoft Quebec
15000,Tom Clancy's Rainbow Six: Lockdown,XB,2005,Shooter,Ubisoft,0.26,0.13,0,0.02,0.41,"Red Storm Entertainment, Ubisoft Montreal"
15001,Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft,0.17,0.13,0,0.04,0.35,"Red Storm Entertainment, Ubisoft Montreal"
15002,Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.04,0.01,0,0,0.05,"Red Storm Entertainment, Ubisoft Montreal"
15003,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0,0.02,0.23,
15004,Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002,Shooter,Ubisoft,0.08,0.03,0,0,0.11,Ubisoft Milan
15005,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21,Ubisoft Montreal
15006,Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,Ubisoft,0.77,0.45,0,0.12,1.34,Ubisoft Montreal
15007,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.13,0.08,0,0.02,0.23,Ubisoft Montreal
15008,Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,Ubisoft Montreal
15009,Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,Ubisoft Montreal
15010,Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0,0.13,0.74,Ubisoft Montreal
15011,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,1.56,0.6,0.02,0.23,2.42,Ubisoft Montreal
15012,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,0.66,0.44,0.04,0.21,1.34,Ubisoft Montreal
15013,Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0,0.02,0,0,0.02,Ubisoft Montreal
15014,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02,Ubisoft Montreal
15015,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0,0.4,2.65,Ubisoft Shanghai
15016,Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23,Ubisoft Shanghai
15017,Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft,0.07,0.03,0,0,0.1,Ubisoft Montreal
15018,Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,Ubisoft
15019,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,0.02,0,0,0,0.02,Ubisoft
15020,Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0,0.09,0,0.02,0.11,
15021,Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,Ubisoft Toronto
15022,Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,Ubisoft Toronto
15023,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0,0.01,0.19,Ubisoft Toronto
15024,Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.04,0.07,0,0.01,0.12,Ubisoft Toronto
15025,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,Ubisoft,0.68,0.38,0,0.05,1.11,Ubisoft Montreal
15026,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0,0.14,0.95,Ubisoft Montreal
15027,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft,0.08,0.02,0,0,0.1,Ubisoft Montreal
15028,Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0,0,0.01,0.07,Gameloft
15029,Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.2,0.62,0.04,0.19,2.06,
15030,Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0,0.08,0,0.02,0.11,Ubisoft Montreal
15031,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,0.67,0.04,0.01,0.06,0.78,Ubisoft Shanghai
15032,Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft,0.2,0.03,0,0.03,0.26,Ubisoft Shanghai
15033,Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.1,0.01,0,0.01,0.13,Ubisoft Shanghai
15034,Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,0.04,0.01,0,0,0.06,Ubisoft Montreal
15035,Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft,0.17,0.01,0,0.02,0.19,Ubisoft
15036,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,0.82,0.59,0,0.07,1.48,Ubisoft Shanghai
15037,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,0.52,0.56,0,0.17,1.25,Ubisoft Shanghai
